Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
341,Jean Meneses,cl CHI,"FW,MF",mx Toluca,30,1993,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
342,Jonathan Mensah,gh GHA,DF,us NE Revolution,33,1990,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
343,Lionel Messi,ar ARG,FW,us Inter Miami,36,1987,3,3,229,2.5,2,2,4,2,0,0,0,0,0.79,0.79,1.57,0.79,1.57,Matches
344,Garven Metusala,ht HAI,DF,ca Forge FC,24,1999,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
345,Maximiliano Meza,ar ARG,"MF,FW",mx Monterrey,31,1992,7,7,556,6.2,2,5,7,2,0,0,1,1,0.32,0.81,1.13,0.32,1.13,Matches
346,Matt Miazga,us USA,DF,us FC Cincinnati,28,1995,4,4,307,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
347,Micael,br BRA,DF,us Houston Dynamo,23,2000,4,4,315,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
348,Andrés Micolta,ec ECU,DF,mx Pachuca,24,1999,5,5,433,4.8,1,0,1,1,0,0,2,0,0.21,0,0.21,0.21,0.21,Matches
349,Kyle Ming,jm JAM,DF,jm Cavalier FC,25,1999,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
350,Aimar Modelo,pa PAN,DF,pa CA Independiente,20,2003,2,2,117,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
351,Shakur Mohammed,gh GHA,MF,us Orlando City,20,2003,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
352,Eduardo Montenegro,co COL,MF,do Moca FC,25,1998,2,2,152,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
353,Getsel Montes,hn HON,DF,cr Herediano,27,1996,4,4,360,4,1,0,1,1,0,0,0,0,0.25,0,0.25,0.25,0.25,Matches
354,Callum Montgomery,ca CAN,DF,ca Cavalry FC,26,1997,2,2,114,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
355,Elias Montiel,mx MEX,MF,mx Pachuca,18,2005,6,2,255,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
356,Shaq Moore,us USA,DF,us Nashville SC,27,1996,3,3,270,3,0,2,2,0,0,0,0,0,0,0.67,0.67,0,0.67,Matches
357,Carlos Mora,cr CRC,MF,cr Alajuelense,22,2001,2,2,170,1.9,1,0,1,1,0,0,0,0,0.53,0,0.53,0.53,0.53,Matches
358,Joseph Mora,cr CRC,"MF,DF",cr Saprissa,31,1993,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
359,Robert Morales,py PAR,FW,mx Toluca,24,1999,2,2,135,1.5,1,0,1,1,0,0,0,0,0.67,0,0.67,0.67,0.67,Matches
360,Daniel Moran,pa PAN,FW,pa CA Independiente,30,1993,2,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
361,Leonel Moreira,cr CRC,GK,cr Alajuelense,33,1990,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
362,Steven Moreira,cv CPV,DF,us Columbus Crew,29,1994,7,7,660,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
363,Carlos Moreno,mx MEX,GK,mx Pachuca,26,1998,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
364,Héctor Moreno,mx MEX,DF,mx Monterrey,36,1988,7,6,417,4.6,1,0,1,1,0,0,1,0,0.22,0,0.22,0.22,0.22,Matches
365,Aidan Morris,us USA,MF,us Columbus Crew,22,2001,6,5,449,5,1,2,3,1,0,0,2,1,0.2,0.4,0.6,0.2,0.6,Matches
366,Jonathan Moya,cr CRC,FW,cr Alajuelense,32,1992,2,0,81,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
367,Alan Mozo,mx MEX,"MF,DF",mx Guadalajara,26,1997,2,2,180,2,0,2,2,0,0,0,1,0,0,1,1,0,1,Matches
368,Hany Mukhtar,de GER,MF,us Nashville SC,28,1995,3,3,205,2.3,1,1,2,1,0,0,0,0,0.44,0.44,0.88,0.44,0.88,Matches
369,Luis Muriel,co COL,FW,us Orlando City,32,1991,3,3,220,2.4,0,1,1,0,0,0,0,0,0,0.41,0.41,0,0.41,Matches
370,Aaron Murillo,cr CRC,MF,cr Herediano,25,1998,2,0,19,0.2,0,1,1,0,0,0,0,0,0,4.74,4.74,0,4.74,Matches
371,Jefferson Murillo,co COL,"MF,DF",pa CA Independiente,32,1992,2,2,151,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
372,Ian Murphy,us USA,DF,us FC Cincinnati,24,2000,4,4,296,3.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
373,Ali Musse,so SOM,MF,ca Cavalry FC,28,1996,2,1,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
374,Alex Muyl,us USA,MF,us Nashville SC,28,1995,4,3,237,2.6,0,1,1,0,0,0,0,0,0,0.38,0.38,0,0.38,Matches
375,Darlington Nagbe,us USA,MF,us Columbus Crew,33,1990,7,7,629,7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
376,Julio Narvaez,pa PAN,MF,pa CA Independiente,20,2003,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
377,Santiago Naveda,mx MEX,MF,mx América,22,2001,5,1,151,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
378,Jake Nerwinski,us USA,DF,us St. Louis City,29,1994,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
379,Jean-Claude Ngando,cm CMR,MF,ca Vancouver W'caps,24,1999,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
380,Joakim Nilsson,se SWE,DF,us St. Louis City,29,1994,1,1,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
381,Henry Niño,ni NCA,DF,ni Real Estelí FC,26,1997,2,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
382,Obinna Nwobodo,ng NGA,MF,us FC Cincinnati,27,1996,3,3,217,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
383,Martín Ojeda,ar ARG,"MF,FW",us Orlando City,25,1998,4,2,178,2,1,1,2,0,1,1,0,0,0.51,0.51,1.01,0,0.51,Matches
384,Arquimides Ordonez,gt GUA,MF,us FC Cincinnati,20,2003,2,1,104,1.2,0,1,1,0,0,1,0,0,0,0.87,0.87,0,0.87,Matches
385,Luca Orellano,ar ARG,MF,us FC Cincinnati,23,2000,2,1,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
386,Jesús Orozco,mx MEX,DF,mx Guadalajara,21,2002,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
387,Carlos Orrantía,mx MEX,"MF,DF",mx Toluca,32,1991,2,2,180,2,0,1,1,0,0,0,0,0,0,0.5,0.5,0,0.5,Matches
388,Tomáš Ostrák,cz CZE,MF,us St. Louis City,23,2000,2,2,130,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
389,Abdulmalik Owolabi Belewu,ca CAN,DF,ca Forge FC,21,2002,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
390,Juan Pablo Vigón,mx MEX,MF,mx UANL,32,1991,6,2,189,2.1,1,1,2,1,0,0,0,0,0.48,0.48,0.95,0.48,0.95,Matches
391,Yael Padilla,mx MEX,MF,mx Guadalajara,18,2005,2,0,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
392,Elliot Panicco,us USA,GK,us Nashville SC,27,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
393,Tim Parker,us USA,DF,us St. Louis City,30,1993,1,1,90,1,1,0,1,1,0,0,0,0,1,0,1,1,1,Matches
394,Pedro Pedraza,mx MEX,MF,mx Pachuca,23,2000,7,5,441,4.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
395,Guillermo de Peña,do DOM,FW,do Moca FC,20,2003,2,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
396,Federico Pereira,uy URU,DF,mx Toluca,23,2000,1,1,45,0.5,1,0,1,1,0,0,0,0,2,0,2,2,2,Matches
397,Fredy Pérez,gt GUA,GK,gt Comunicaciones,29,1994,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
398,Fafà Picault,ht HAI,"FW,MF",ca Vancouver W'caps,32,1991,2,0,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
399,Malik Pinto,us USA,MF,us FC Cincinnati,21,2002,3,1,117,1.3,1,0,1,1,0,0,1,0,0.77,0,0.77,0.77,0.77,Matches
400,Jesús Piñuelas,mx MEX,DF,mx Toluca,25,1998,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
401,Guido Pizarro,ar ARG,"DF,MF",mx UANL,33,1990,5,5,479,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
402,Kwasi Poku,ca CAN,FW,ca Forge FC,20,2003,1,1,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
403,Matt Polster,us USA,MF,us NE Revolution,30,1993,5,5,412,4.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
404,Célio Pompeu,br BRA,MF,us St. Louis City,24,1999,2,0,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
405,Alvas Powell,jm JAM,MF,us FC Cincinnati,29,1994,3,1,128,1.4,1,0,1,1,0,0,0,0,0.7,0,0.7,0.7,0.7,Matches
406,Josué Quijano,ni NCA,DF,ni Real Estelí FC,32,1991,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
407,Julián Quiñones,mx MEX,"MF,FW",mx América,26,1997,7,7,598,6.6,3,2,5,2,1,1,1,0,0.45,0.3,0.75,0.3,0.6,Matches
408,Haxzel Quirós,cr CRC,"DF,MF",cr Herediano,25,1998,5,4,351,3.9,0,1,1,0,0,0,0,0,0,0.26,0.26,0,0.26,Matches
409,Jeremy Rafanello,us USA,MF,us Philadelphia Union,23,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
410,Brooklyn Raines,us USA,MF,us Houston Dynamo,18,2005,2,1,118,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
411,Christian Ramirez,us USA,MF,us Columbus Crew,32,1991,4,1,120,1.3,0,1,1,0,0,1,0,0,0,0.75,0.75,0,0.75,Matches
412,Pascual Ramírez,do DOM,GK,do Moca FC,26,1997,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
413,Sergio Ramírez,pa PAN,DF,pa CA Independiente,23,2000,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
414,Ryan Raposo,ca CAN,MF,ca Vancouver W'caps,24,1999,2,2,155,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
415,Henrich Ravas,sk SVK,GK,us NE Revolution,26,1997,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
416,Federico Redondo,ar ARG,MF,us Inter Miami,21,2003,2,2,179,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
417,Diego Reyes,mx MEX,DF,mx UANL,31,1992,2,2,210,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
418,Israel Reyes,mx MEX,DF,mx América,23,2000,7,6,528,5.9,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
419,Salvador Reyes,mx MEX,"DF,MF",mx América,25,1998,5,0,101,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
420,Jamilhio Rigters,sr SUR,MF,sr SV Robinhood,24,1999,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
421,Erick Rivera,gt GUA,MF,gt Comunicaciones,24,1999,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
422,Eddie Roberts,pa PAN,GK,pa CA Independiente,29,1994,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
423,Miles Robinson,us USA,DF,us FC Cincinnati,26,1997,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
424,Ronaldo Robinson,jm JAM,FW,jm Cavalier FC,22,2001,1,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
425,Stheven Robles,gt GUA,DF,gt Comunicaciones,28,1995,2,2,145,1.6,0,1,1,0,0,0,0,0,0,0.62,0.62,0,0.62,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
426,Valentín Rodríguez,uy URU,DF,mx Pachuca,22,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
427,Alex Rodríguez,do DOM,MF,do Moca FC,16,2007,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
428,Brian Rodríguez,uy URU,"MF,FW",mx América,23,2000,7,2,252,2.8,2,1,3,1,1,1,0,0,0.71,0.36,1.07,0.36,0.71,Matches
429,Francisco Rodriguez,cr CRC,FW,cr Herediano,30,1993,5,2,156,1.7,1,0,1,1,0,0,0,0,0.58,0,0.58,0.58,0.58,Matches
430,Jonathan Rodríguez,uy URU,FW,mx América,30,1993,2,1,77,0.9,1,0,1,1,0,0,0,0,1.17,0,1.17,1.17,1.17,Matches
431,Miguel Rodríguez,mx MEX,MF,mx Pachuca,20,2003,7,7,472,5.2,2,1,3,2,0,0,2,0,0.38,0.19,0.57,0.38,0.57,Matches
432,Andy Rojas,cr CRC,"MF,FW",cr Herediano,18,2005,5,5,445,4.9,1,0,1,1,0,0,1,0,0.2,0,0.2,0.2,0.2,Matches
433,David Romney,us USA,DF,us NE Revolution,30,1993,6,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
434,Luis Romo,mx MEX,MF,mx Monterrey,28,1995,7,6,465,5.2,1,0,1,1,0,0,0,0,0.19,0,0.19,0.19,0.19,Matches
435,Salomón Rondón,ve VEN,FW,mx Pachuca,34,1989,7,7,596,6.6,9,1,10,8,1,1,0,0,1.36,0.15,1.51,1.21,1.36,Matches
436,Roche Rosebel,sr SUR,MF,sr SV Robinhood,26,1997,2,2,133,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
437,Carlos Rossell,do DOM,"MF,DF",do Moca FC,30,1993,2,2,156,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
438,Diego Rossi,uy URU,"MF,FW",us Columbus Crew,25,1998,7,6,587,6.5,3,0,3,3,0,0,0,0,0.46,0,0.46,0.46,0.46,Matches
439,Guido Rouse,pa PAN,FW,pa CA Independiente,27,1996,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
440,Fernando Rubén González,mx MEX,MF,mx Guadalajara,30,1994,4,3,285,3.2,0,1,1,0,0,0,1,0,0,0.32,0.32,0,0.32,Matches
441,Jesús Rubio,mx MEX,DF,cr Herediano,,,6,6,390,4.3,1,0,1,0,1,1,2,0,0.23,0,0.23,0,0,Matches
442,David Ruíz,hn HON,MF,us Inter Miami,19,2004,3,1,80,0.9,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
443,Marcel Ruiz,mx MEX,MF,mx Toluca,23,2000,2,0,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
444,Yendrick Ruiz,cr CRC,FW,cr Herediano,36,1987,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
445,Orlando Russell,jm JAM,FW,jm Cavalier FC,22,2001,2,1,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
446,Jacen Russell-Rowe,ca CAN,"FW,MF",us Columbus Crew,21,2002,7,4,369,4.1,2,1,3,2,0,0,0,0,0.49,0.24,0.73,0.49,0.73,Matches
447,Ryan Sailor,us USA,DF,us Inter Miami,25,1998,1,0,24,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
448,Aarón Salazar,cr CRC,"DF,MF",cr Herediano,24,1999,5,4,321,3.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
449,Abdi Salim,so SOM,DF,us Orlando City,22,2001,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
450,Dominic Samuel,ca CAN,DF,ca Forge FC,29,1994,2,1,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
451,Carlos Sánchez,mx MEX,DF,mx Pachuca,21,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
452,Erick Sánchez,mx MEX,MF,mx Pachuca,24,1999,6,6,465,5.2,0,3,3,0,0,0,2,0,0,0.58,0.58,0,0.58,Matches
453,Jesús Sánchez García,mx MEX,DF,mx Guadalajara,34,1989,2,2,180,2,0,1,1,0,0,0,1,0,0,0.5,0.5,0,0.5,Matches
454,Richard Sánchez,py PAR,MF,mx América,27,1996,6,3,255,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
455,Víctor Sánchez,do DOM,MF,do Moca FC,29,1995,2,1,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
456,William Sands,us USA,DF,us Columbus Crew,23,2000,1,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
457,Byorn Sandvliet,sr SUR,DF,sr SV Robinhood,25,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
458,Sergio Santos Gomes,br BRA,FW,us FC Cincinnati,29,1994,4,1,128,1.4,1,0,1,1,0,0,0,0,0.7,0,0.7,0.7,0.7,Matches
459,Rafael Santos,br BRA,DF,us Orlando City,25,1998,3,1,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
460,Samir Santos,br BRA,DF,mx UANL,29,1994,5,5,474,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
461,Rodrigo Saravia,gt GUA,MF,gt Comunicaciones,30,1993,1,0,24,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
462,Rodrigo Schlegel,ar ARG,DF,us Orlando City,26,1997,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
463,Tate Schmitt,us USA,DF,us Houston Dynamo,26,1997,3,1,115,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
464,Alessandro Schöpf,at AUT,MF,ca Vancouver W'caps,29,1994,2,2,129,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
465,Patrick Schulte,us USA,GK,us Columbus Crew,22,2001,7,7,660,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
466,Francisco Sebastián Córdova,mx MEX,"MF,FW",mx UANL,26,1997,6,2,223,2.5,1,0,1,1,0,0,0,0,0.4,0,0.4,0.4,0.4,Matches
467,Gabe Segal,us USA,FW,us Houston Dynamo,22,2001,4,2,207,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
468,Ulises Segura,cr CRC,MF,cr Saprissa,30,1993,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
469,Amar Sejdic,us USA,MF,us Nashville SC,27,1996,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
470,Oliver Semmle,de GER,GK,us Philadelphia Union,25,1998,1,1,120,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
471,Leonardo Sepulveda,us USA,DF,mx Guadalajara,22,2001,3,3,246,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
472,Jacob Shaffelburg,ca CAN,MF,us Nashville SC,24,1999,4,3,272,3,2,1,3,2,0,0,0,0,0.66,0.33,0.99,0.66,0.99,Matches
473,Shamit Shome,bd BAN,"MF,DF",ca Cavalry FC,26,1997,2,2,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
474,Carlos da Silva,br BRA,MF,sr SV Robinhood,31,1992,2,2,132,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
475,Justin Simons,pa PAN,MF,pa CA Independiente,26,1997,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
476,Orlando Sinclair,cr CRC,FW,cr Saprissa,25,1998,2,1,72,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
477,Brad Smith,au AUS,MF,us Houston Dynamo,29,1994,4,1,149,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
478,Kyle Smith,us USA,DF,us Orlando City,32,1992,4,4,321,3.6,1,0,1,1,0,0,1,0,0.28,0,0.28,0.28,0.28,Matches
479,Roshiano Soebarman,sr SUR,DF,sr SV Robinhood,25,1998,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
480,Ryan Spaulding,us USA,DF,us NE Revolution,25,1998,4,3,272,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
481,Mason Stajduhar,us USA,GK,us Orlando City,26,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
482,Daniel Steres,us USA,DF,us Houston Dynamo,33,1990,2,1,67,0.7,0,1,1,0,0,0,0,0,0,1.34,1.34,0,1.34,Matches
483,Aarón Suárez,cr CRC,MF,cr Alajuelense,21,2002,2,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
484,Luis Suárez,uy URU,FW,us Inter Miami,37,1987,4,4,355,3.9,2,2,4,2,0,0,2,0,0.51,0.51,1.01,0.51,1.01,Matches
485,Quinn Sullivan,us USA,MF,us Philadelphia Union,19,2004,4,4,329,3.7,1,1,2,1,0,0,0,0,0.27,0.27,0.55,0.27,0.55,Matches
486,Lawson Sunderland,us USA,MF,us Inter Miami,22,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
487,Sam Surridge,eng ENG,FW,us Nashville SC,25,1998,2,1,97,1.1,2,1,3,2,0,0,0,0,1.86,0.93,2.78,1.86,2.78,Matches
488,Erik Sviatchenko,dk DEN,DF,us Houston Dynamo,32,1991,3,2,157,1.7,1,0,1,1,0,0,0,0,0.57,0,0.57,0.57,0.57,Matches
489,Ousmane Sylla,sn SEN,MF,us Houston Dynamo,22,2001,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
490,Yohei Takaoka,jp JPN,GK,ca Vancouver W'caps,27,1996,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
491,Widman Talavera,ni NCA,FW,ni Real Estelí FC,21,2003,2,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
492,Kevaughn Tavernier,ca CAN,FW,ca Forge FC,17,2006,2,0,25,0.3,1,0,1,1,0,0,1,0,3.6,0,3.6,3.6,3.6,Matches
493,Gerald Taylor,cr CRC,DF,cr Saprissa,22,2001,2,2,210,2.3,1,0,1,1,0,0,0,0,0.43,0,0.43,0.43,0.43,Matches
494,Robert Taylor,fi FIN,FW,us Inter Miami,29,1994,2,1,77,0.9,1,0,1,1,0,0,0,0,1.17,0,1.17,1.17,1.17,Matches
495,Yeltsin Tejeda,cr CRC,MF,cr Herediano,31,1992,3,1,152,1.7,0,1,1,0,0,0,0,0,0,0.59,0.59,0,0.59,Matches
496,Clifford Thomas,ht HAI,MF,do Moca FC,25,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
497,Shaniel Thomas,jm JAM,MF,jm Cavalier FC,22,2001,2,2,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
498,Kwayne Thompson,jm JAM,MF,jm Cavalier FC,18,2005,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
499,Alan Torres,mx MEX,"MF,DF",mx Guadalajara,23,2000,3,3,240,2.7,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
500,Facundo Torres,uy URU,MF,us Orlando City,23,2000,4,3,243,2.7,3,1,4,2,1,1,0,0,1.11,0.37,1.48,0.74,1.11,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
501,Gerson Torres,cr CRC,"MF,FW",cr Herediano,26,1997,6,5,399,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
502,Mariano Torres,ar ARG,"MF,FW",cr Saprissa,36,1987,2,2,210,2.3,1,0,1,1,0,0,0,0,0.43,0,0.43,0.43,0.43,Matches
503,Tomas Totland,no NOR,DF,us St. Louis City,25,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
504,Charlie Trafford,ca CAN,MF,ca Cavalry FC,31,1992,2,2,130,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
505,Don Tuur,sr SUR,FW,sr SV Robinhood,23,2000,2,0,47,0.5,1,0,1,1,0,0,0,0,1.91,0,1.91,1.91,1.91,Matches
506,Mikael Uhre,dk DEN,FW,us Philadelphia Union,29,1994,4,3,267,3,1,0,1,1,0,0,0,0,0.34,0,0.34,0.34,0.34,Matches
507,Diego Valdés,cl CHI,"MF,FW",mx América,30,1994,7,5,473,5.3,2,3,5,2,0,0,0,0,0.38,0.57,0.95,0.38,0.95,Matches
508,Gerardo Valenzuela,us USA,FW,us FC Cincinnati,19,2004,4,1,136,1.5,1,1,2,1,0,0,1,0,0.66,0.66,1.32,0.66,1.32,Matches
509,Jefry Valverde,cr CRC,MF,cr Saprissa,28,1995,1,0,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
510,Indiana Vassilev,us USA,"MF,FW",us St. Louis City,22,2001,2,2,119,1.3,0,1,1,0,0,0,0,0,0,0.76,0.76,0,0.76,Matches
511,Brandon Vazquez,us USA,FW,mx Monterrey,25,1998,8,6,497,5.5,4,0,4,4,0,0,0,0,0.72,0,0.72,0.72,0.72,Matches
512,Alexis Vega,mx MEX,MF,mx Toluca,26,1997,2,1,110,1.2,0,1,1,0,0,0,0,0,0,0.82,0.82,0,0.82,Matches
513,Deyver Vega,cr CRC,FW,cr Herediano,31,1992,3,1,68,0.8,1,0,1,1,0,0,0,0,1.32,0,1.32,1.32,1.32,Matches
514,Sebastián Vegas,cl CHI,DF,mx Monterrey,27,1996,3,1,168,1.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
